Epoch	Time(sec)	Loss_PCE	Loss_V	MAE_val(PM)	MAE_test(PM)
44	7303.023501328193	0.6665509271524589	0.2560871190063337	3.074345111846924	3.5943100452423096
45	7464.935373316519	0.6849796643325122	0.25594692900321636	3.0438761711120605	3.5748789310455322
46	7628.7416207809	0.6811679890587956	0.25616951787544606	3.090698480606079	3.6066551208496094
47	7790.980342731811	0.6655647506417665	0.256341823735208	3.0100691318511963	3.6376712322235107
48	7953.688003539108	0.6849231777026066	0.2562492037013689	3.1068074703216553	3.593707323074341
49	8116.013085549697	0.6680377796444048	0.25604643404119615	2.9910154342651367	3.58571720123291
50	8278.094355460256	0.6772386630780828	0.25627000742191697	3.0112414360046387	3.6249747276306152
51	8441.426874260418	0.6521785814626154	0.25614233026679323	3.0525875091552734	3.5648536682128906
52	8603.088468724862	0.6706883526139735	0.2559834044965367	3.062448740005493	3.596104383468628
53	8766.624526571482	0.6751347949572833	0.25623859953734635	2.9641082286834717	3.6469309329986572
54	8928.874101235531	0.667096005437816	0.2560378377403601	3.0761008262634277	3.6272146701812744
55	9092.707449601963	0.6800838363510529	0.2558406681247253	3.0374350547790527	3.537959337234497
56	9255.834874060005	0.6814304886427528	0.2559238488950943	3.043949604034424	3.6454830169677734
57	9418.626341194846	0.6874449776899062	0.2559659345086869	3.052076578140259	3.601742744445801
58	9581.758884829469	0.6730419272317906	0.25609671365462106	2.99169921875	3.561735153198242
59	9743.930523738265	0.6775048646446158	0.2558774809730514	3.08103084564209	3.658216714859009
60	9905.805422646925	0.6499512000749165	0.256211866672073	3.062183380126953	3.643954038619995
61	10068.445932925679	0.6762777587546837	0.25605141521714125	3.066232681274414	3.5791428089141846
62	10228.804540161043	0.6753297622359212	0.25607772915037974	3.0553479194641113	3.590445041656494
63	10391.638520651497	0.6458378208387651	0.25621693379524524	3.0556833744049072	3.538156747817993
64	10553.950658143498	0.6727114445444523	0.25593641005805456	3.0580074787139893	3.6140081882476807
65	10715.66987127997	0.6710113266334999	0.256099439929799	2.937464475631714	3.6127071380615234
66	10878.708017131314	0.6686795977249651	0.25596068517253745	3.0368947982788086	3.61641263961792
67	11039.552016685717	0.6829965146156047	0.2560511776483229	3.034651517868042	3.5681369304656982
68	11201.429478667676	0.6796318502023118	0.2558816689580618	3.0082662105560303	3.607656240463257
69	11363.422638270073	0.6697040495221823	0.2560445557058222	3.1437079906463623	3.628302812576294
70	11526.337854848243	0.6704389467501591	0.2561526111575591	3.0213117599487305	3.542881965637207
71	11689.764092932455	0.6656053142125155	0.2559524898373668	3.029780149459839	3.568307399749756
72	11853.957707015797	0.6761262486641373	0.2558061970955485	3.0932810306549072	3.5890893936157227
73	12017.61349921953	0.6737513171315436	0.2558567543379401	3.0259270668029785	3.6033999919891357
74	12181.305377788842	0.6842675819052213	0.25609790271265687	3.0286433696746826	3.5852415561676025
75	12343.20629074052	0.6626737845526693	0.2560174001452879	3.059798240661621	3.6290793418884277
76	12505.060885515995	0.6514916441226928	0.2559632584907858	3.0735645294189453	3.6101467609405518
77	12667.815718175843	0.6667212659375488	0.256136846032502	3.0435359477996826	3.570681095123291
78	12830.184337693267	0.6712908298384148	0.25592086295731925	3.0486133098602295	3.606274127960205
79	12994.736519102938	0.6535286642383412	0.25607431044160955	2.9657602310180664	3.599398612976074
80	13156.687133841217	0.6723291842369343	0.25607741133987055	3.038341999053955	3.5713746547698975
81	13321.017452019267	0.6651269068482452	0.2561180590369308	3.048691511154175	3.6339755058288574
82	13482.245863237418	0.676218192470535	0.25584889939263494	3.069349527359009	3.5934371948242188
83	13644.810104019009	0.6686984415331101	0.2561901070921096	3.0839381217956543	3.581362247467041
84	13807.923663036898	0.6674469450826315	0.25619344750149914	3.0453405380249023	3.579030990600586
85	13971.523527625017	0.6719158752508416	0.2558963739459238	3.0354199409484863	3.589897632598877
86	14132.316111899912	0.665342864521652	0.25612732155017115	3.0561420917510986	3.5954678058624268
87	14294.44715916738	0.6831909117047995	0.25633722070278314	3.034670114517212	3.6478612422943115
88	14455.67700461112	0.6558156635028038	0.2559868446921137	3.0126116275787354	3.629415273666382
89	14620.319700307213	0.6806263336096179	0.2559765596739386	3.030900716781616	3.595123052597046
90	14783.393921881914	0.6599655780797092	0.2560511457215987	3.0147485733032227	3.5381019115448
91	14947.342044726014	0.6727021406357254	0.25619568880609483	3.0680503845214844	3.585226535797119
92	15109.784791434184	0.666112631559372	0.2560031206447578	3.0480308532714844	3.625530481338501
93	15272.12867604103	0.6837226982757661	0.2561993589226437	3.023385763168335	3.6179044246673584
94	15435.29717561137	0.642184666120836	0.25616882167862776	3.066685914993286	3.5932815074920654
95	15597.055839832872	0.6850866478717983	0.256105738599043	3.0695133209228516	3.665537118911743
96	15762.000572156161	0.6454435719856176	0.2557960973252104	3.0312936305999756	3.6280510425567627
97	15925.821772784926	0.6392524510682722	0.2561232494968018	2.991182565689087	3.6203033924102783
98	16086.173085127026	0.6399150738405356	0.25607818583606945	3.030073881149292	3.5872995853424072
99	16249.296218186617	0.6574132023056752	0.2559723986384825	3.0468924045562744	3.5529420375823975
100	16413.668842380866	0.6930334268786514	0.25594080089308824	3.086543560028076	3.5910227298736572
101	16575.73389390856	0.6585905639921332	0.256120097734292	3.0679543018341064	3.6456449031829834
102	16736.489889457822	0.6833856507012898	0.25613057370584025	2.978170394897461	3.57114315032959
103	16900.157147672027	0.6997254188580329	0.256240214082714	3.015035629272461	3.6069631576538086
104	17062.543940652162	0.6679383688691677	0.25624461147304467	2.990177631378174	3.5898399353027344
105	17222.848533047363	0.6719253009788373	0.25596584491962815	3.0074100494384766	3.616833209991455
106	17387.247449941933	0.6544678153549823	0.25616833792198945	2.988314151763916	3.577988862991333
107	17551.725764751434	0.6475351497136406	0.2560849589145839	3.002183675765991	3.5755441188812256
108	17714.05307252612	0.6666194298845202	0.2561190088266268	3.022958755493164	3.626070737838745
109	17877.163571527228	0.6741064226068936	0.2560889158860729	3.031628131866455	3.594412088394165
110	18041.95067724958	0.6553418275173716	0.2562015683005152	3.095480442047119	3.6074841022491455
111	18206.067890654318	0.6716804999076664	0.2559984877493134	3.1107356548309326	3.599973678588867
112	18369.318071398884	0.6536569177133246	0.2563303783080728	3.0732815265655518	3.6069774627685547
113	18532.923714286648	0.6864978471987117	0.2562272404216215	3.0667126178741455	3.592127561569214
114	18696.992407762446	0.6789858296301117	0.25612994633964026	2.989325523376465	3.566462755203247
115	18859.313688621856	0.6907259387906846	0.256105054056086	3.029299736022949	3.566157341003418
116	19021.12694380898	0.679536090302613	0.2561163698340142	3.038983106613159	3.620762348175049
117	19184.884553123266	0.6775381154780961	0.25584662519015994	3.081073522567749	3.65008282661438
118	19346.431927531958	0.6535714315421227	0.25602724340928307	3.09615421295166	3.561178684234619
119	19507.227826600894	0.6608773891163455	0.25590881432146745	3.0937588214874268	3.570007562637329
120	19670.932630903088	0.6790166721203177	0.2560978258700089	3.0004703998565674	3.6099088191986084
121	19834.57942648884	0.6854874624011473	0.2560395966236557	3.075251579284668	3.586182117462158
122	19997.962730025873	0.6755162018015526	0.25604243227517776	3.0424582958221436	3.647153377532959
123	20161.260779293254	0.6632222927150804	0.2560849284445924	3.0338828563690186	3.581263542175293
124	20323.942761336453	0.6787473364541584	0.2561754215273498	3.0589959621429443	3.5935769081115723
125	20488.397805492394	0.689151452842895	0.256034365618059	3.0380074977874756	3.5963125228881836
126	20651.498620061204	0.6662003949679085	0.25602984282732494	3.005117893218994	3.606950044631958
127	20815.06077664066	0.6845967498306345	0.25625467664598206	2.9631359577178955	3.54032826423645
128	20981.546731514856	0.6784415760982304	0.2559879592139949	3.076064109802246	3.5979363918304443
129	21144.832883805968	0.6396676128362201	0.25611122453285573	3.037858009338379	3.6526644229888916
130	21308.367588423193	0.6661403926958135	0.25589840487404414	3.016209840774536	3.656611680984497
131	21473.427674905397	0.6895981949968396	0.256090513072043	3.061000347137451	3.5768985748291016
132	21637.53976473864	0.6540711432270508	0.25600231325067957	3.0726099014282227	3.64764404296875
133	21802.293498490006	0.6789615983390032	0.2560387197919873	3.1380059719085693	3.4854793548583984
134	21965.732570846565	0.6834266834006533	0.25618046267212286	3.0374624729156494	3.562969446182251
135	22130.827258406207	0.6624839703444309	0.2560209204611613	3.092665195465088	3.596759080886841
136	22295.775089736097	0.6810254557797962	0.2562553682298136	3.0660030841827393	3.643822431564331
137	22458.7232649317	0.6643525523469307	0.2562702411061149	3.1373095512390137	3.640249729156494
138	22621.327707165852	0.7069613066200326	0.25611178901676246	3.0593414306640625	3.5858707427978516
139	22784.129650943913	0.6746548513166774	0.2559910168958536	2.99865460395813	3.544550895690918
140	22948.32796111144	0.6560489631840265	0.25644775369259587	3.1160571575164795	3.590880870819092
141	23112.931840537116	0.6426382640228737	0.25620389178911196	3.0525598526000977	3.6125595569610596
142	23275.045820008963	0.6958762697435446	0.25617941382460585	2.9956681728363037	3.639451265335083
143	23437.081325768493	0.6654493779611684	0.25616104976708437	2.998807191848755	3.605156898498535
144	23599.962716896087	0.6781552325319613	0.2560961877741299	3.0598394870758057	3.616696357727051
145	23760.850487084128	0.6750024243916125	0.2562200265600822	3.0243208408355713	3.608447790145874
146	23923.735233012587	0.6950059199891605	0.2558927434039456	3.0500171184539795	3.617849588394165
147	24086.12708595395	0.6750493762813615	0.2560631967853383	3.050132989883423	3.622572183609009
148	24250.771759224124	0.68688641382332	0.255757042686711	3.0504066944122314	3.5894737243652344
149	24413.558518603444	0.6533512443971731	0.2561215832374246	3.053941488265991	3.6281394958496094
150	24576.7472406039	0.662633515484707	0.2560158220182368	3.030750274658203	3.5517234802246094
151	24737.658656428568	0.6927330456294741	0.2562402545070454	3.0342562198638916	3.5816147327423096
152	24900.488067783415	0.6624396119547473	0.25600776810752884	3.0712239742279053	3.6442785263061523
153	25064.17868466396	0.682653794402746	0.2560996972859027	3.047347068786621	3.5927724838256836
154	25226.569446439855	0.7056064059438142	0.25616215202813236	3.0428061485290527	3.577502489089966
155	25389.27262096107	0.6552957346143159	0.2557406872207424	3.016185760498047	3.5498931407928467
156	25552.88404350821	0.6666865075678544	0.2561547107949034	3.0800952911376953	3.568488597869873
157	25714.647089207545	0.6736314900659495	0.2559039053751835	3.051197052001953	3.5637123584747314
158	25877.431879901327	0.6790501954842002	0.2560194186911806	2.9748880863189697	3.6002588272094727
159	26041.075758072548	0.6732653093556522	0.2563068375082463	3.093007802963257	3.5523595809936523
160	26203.403887465596	0.667683067911754	0.2560185916312115	3.0330991744995117	3.607991933822632
161	26364.859885295853	0.6537586907019683	0.2563296958288204	3.0803370475769043	3.5565481185913086
162	26527.44004531484	0.6774196975585642	0.25607425423600766	3.0224263668060303	3.5508153438568115
163	26690.703870492987	0.6583575341099391	0.25604942956912785	3.032820463180542	3.5789623260498047
164	26854.142623877153	0.6910260579493769	0.25604689861752106	3.0582046508789062	3.5964512825012207
165	27016.86400380358	0.6554634859387112	0.25603490837237014	3.045456647872925	3.601879835128784
166	27180.47317577619	0.6884426805977909	0.25599113464841045	3.07208514213562	3.6096272468566895
167	27342.70332535263	0.6732985229210553	0.2560001927335005	3.0896902084350586	3.593022584915161
168	27505.14833005797	0.6775792288440308	0.2561342599678428	2.992189407348633	3.5739054679870605
169	27668.06016926933	0.6604435999864473	0.25601082943121917	3.0371618270874023	3.619987726211548
170	27830.452263982035	0.6758229656641935	0.25591538843457906	3.077411413192749	3.617741584777832
171	27991.1295189159	0.6716068814946775	0.25617428042009743	3.081104278564453	3.5768239498138428
172	28155.393766795285	0.6608984146851387	0.2562857533666607	3.034742593765259	3.6476268768310547
173	28317.217777174897	0.678764571118986	0.25600703330729496	3.039306163787842	3.584291934967041
174	28480.21680705622	0.6837019852975236	0.2560142203406744	3.1065409183502197	3.5707767009735107
175	28641.02831562888	0.6671696389644063	0.25603976912508186	3.0982728004455566	3.608910322189331
176	28803.559874200262	0.6520299497544159	0.2562893210263456	3.009333848953247	3.6045844554901123
177	28964.691416841	0.6661821829568587	0.2560074887790408	3.0414397716522217	3.598750114440918
178	29127.757284570485	0.6662782198785522	0.25595133804740827	2.9918196201324463	3.579695463180542
179	29289.775780193508	0.672913608992901	0.25600486775279774	3.0391807556152344	3.678518533706665
180	29452.26267682016	0.6806065883267436	0.2563205536174191	3.1032726764678955	3.590202808380127
181	29615.49735614471	0.6569275283036552	0.25600025695113204	3.0030677318573	3.622732400894165
182	29777.326197883114	0.691408486084637	0.2561179848649594	3.10445237159729	3.599297046661377
183	29939.715850123204	0.6826318238393352	0.2560763329935171	3.05033278465271	3.5972135066986084
184	30102.631838202477	0.6829093966003348	0.25619715622146355	2.9671192169189453	3.593919038772583
185	30264.87652530428	0.683094529992694	0.25617370488930136	3.013641595840454	3.613754987716675
186	30428.80480521079	0.6754850417436262	0.25618675879208475	3.040623903274536	3.6083576679229736
187	30591.192487359047	0.681375317928019	0.25600999350945963	3.018373727798462	3.590414047241211
188	30754.13956645038	0.6891728971009342	0.2559118341282769	3.0383188724517822	3.6560118198394775
189	30915.411585458554	0.6477121364803275	0.25610775386728724	3.05800724029541	3.5968313217163086
190	31075.91460355092	0.6647549208458475	0.2560576893647188	3.0001723766326904	3.611219644546509
191	31236.845642316155	0.6711664278735454	0.25591018850594577	3.075486421585083	3.5818088054656982
192	31397.80692032911	0.657861106446707	0.2559671837783394	3.0856120586395264	3.553922414779663
193	31558.097962817177	0.6605513558368333	0.25600977512095463	3.0946478843688965	3.6040594577789307
194	31719.975081689656	0.6539854866788246	0.2561311560347221	3.077195405960083	3.626939058303833
195	31884.660767499357	0.6501935201482715	0.2559686672177674	3.08487606048584	3.5662708282470703
196	32047.78248639591	0.6916645138302548	0.2562159988156647	2.9984560012817383	3.552018404006958
197	32210.26805316191	0.6914498723451572	0.256030690160157	3.0124263763427734	3.600116491317749
198	32373.068538975902	0.6579131533196405	0.25601124265771774	3.0388424396514893	3.5776731967926025
199	32534.9032068355	0.6796167475871302	0.25613365566657664	3.038541555404663	3.564918279647827
