Epoch	Time(sec)	Loss_PCE	Loss_V	MAE_val(SM)	MAE_test(SM)
0	253.08661142829806	41.47776054953509	0.31342742771388377	73.56256866455078	87.16062927246094
1	453.5622692229226	11.043969584340081	0.24225873926425362	12.832624435424805	15.023977279663086
2	651.3481385391206	2.97721923401649	0.23982083239657356	3.27667236328125	3.4277827739715576
3	853.2784895934165	1.9491471071294284	0.23962203146302127	6.053875923156738	7.893594264984131
4	1056.1113331299275	1.0197837520091928	0.23792318258693512	9.742952346801758	11.170899391174316
5	1258.1156182037666	1.0293587463743545	0.23912071050169634	7.124943256378174	7.8048319816589355
6	1464.1547223180532	0.7743573419869265	0.23785441803103463	4.27394962310791	4.858570575714111
7	1667.5591831374913	0.7169595703402942	0.2376077439695756	2.5757315158843994	2.9792768955230713
8	1871.1967141386122	0.584432743529585	0.23657379032456302	2.379079580307007	2.3824760913848877
9	2073.352654728107	0.5670953090974992	0.23678481873662713	3.191232204437256	3.0739572048187256
10	2278.1717379651964	0.5316469058155376	0.23603692164714324	2.256513833999634	2.3295655250549316
11	2477.310749565251	0.510485232035744	0.2371255379309629	2.2935547828674316	2.759674310684204
12	2679.918939497322	0.4695936325080892	0.2364733420750674	2.2211406230926514	2.513021945953369
13	2879.609240028076	0.4971170798342496	0.2362296192403783	2.5047075748443604	2.4613051414489746
14	3080.9916371516883	0.4598532147745398	0.2364958953411184	2.273012161254883	2.408952236175537
15	3281.338352644816	0.45851771150999526	0.23626320916701127	2.2983882427215576	2.6055290699005127
16	3484.212050469592	0.4589137660468963	0.23619844808298	2.1482059955596924	2.2819440364837646
17	3690.5457119373605	0.44394306559613683	0.23546737727315667	2.2073309421539307	2.302445650100708
18	3892.5316890478134	0.44946355846795166	0.23641344490535757	2.204209804534912	2.296055793762207
19	4094.642088102177	0.440096377091293	0.23579238849208956	2.023728132247925	2.2951416969299316
20	4295.03643974755	0.4334945702616544	0.23608525161118432	2.192814826965332	2.281611680984497
21	4495.791625420563	0.440924638533656	0.2361569324916697	2.1947803497314453	2.226287603378296
22	4693.454135925509	0.4359709265875944	0.23589334903872586	2.1062123775482178	2.1671462059020996
23	4894.061314580031	0.43249676631574324	0.23632557331559492	2.1807329654693604	2.2828447818756104
24	5098.813071806915	0.4356684837749298	0.23571636268799318	2.2102813720703125	2.1377880573272705
25	5302.9691596915945	0.43995416801881027	0.23574656311840936	2.2289865016937256	2.250657320022583
26	5504.601582189091	0.4349265022870691	0.23567825468147502	2.247500419616699	2.268294334411621
27	5706.243519808166	0.43522503685186253	0.23617541774071474	2.112562417984009	2.210608720779419
28	5909.590987974778	0.42980569529342144	0.2354424990275327	2.1314966678619385	2.1843721866607666
29	6110.245281789452	0.42847929066196483	0.23582201160211613	2.115391731262207	2.19437837600708
30	6310.7593191973865	0.4288382087560261	0.23575635764369351	2.1876301765441895	2.2408204078674316
31	6515.995303686708	0.4326745556159453	0.2353248389009486	2.1034460067749023	2.2250983715057373
32	6722.202946709469	0.4314130722360815	0.23565547056695357	2.1330394744873047	2.243812084197998
33	6925.256973954849	0.4310067000395474	0.23583976103660256	2.1419477462768555	2.2236647605895996
34	7122.501506035216	0.43056039265132845	0.23609843874041408	2.138455629348755	2.2050247192382812
35	7320.020120734349	0.4309418954473128	0.23619464254953007	2.226066827774048	2.1801419258117676
36	7529.236068180762	0.42421642260596076	0.23548230090562036	2.153698444366455	2.2194221019744873
37	7734.538646731526	0.43628634568204216	0.2359466213274767	2.148064374923706	2.245687961578369
38	7936.705676064827	0.42547264013857766	0.2360489073602911	2.153064489364624	2.2407519817352295
39	8140.077858187258	0.4310116403721233	0.2360569143040295	2.1277081966400146	2.228346824645996
40	8344.000386125408	0.4287493055198282	0.23618011359862465	2.1343655586242676	2.2287585735321045
41	8546.196726625785	0.4288900434811485	0.23613171311304532	2.1387064456939697	2.200512647628784
42	8744.531812272035	0.42891902703652407	0.23634939533185195	2.117548942565918	2.286572217941284
43	8945.434696601704	0.429554991384241	0.2358231942124545	2.1713778972625732	2.2286880016326904
44	9146.776522987522	0.42594040125449073	0.23571909772839775	2.123220205307007	2.2797646522521973
45	9348.08693445567	0.434511827434448	0.23574557079669625	2.115612030029297	2.2673189640045166
46	9550.555073344149	0.42766125332862936	0.2364591642178316	2.1485774517059326	2.250610828399658
47	9751.560837187804	0.42803923674127	0.23601685703438233	2.165626287460327	2.1668593883514404
48	9952.229940775782	0.43322600938260236	0.2364787103179942	2.1848692893981934	2.2118070125579834
49	10156.967388891615	0.429055675704849	0.23566654101412565	2.219541311264038	2.222557544708252
50	10358.544093339704	0.4333358966411754	0.2361394250616033	2.1627073287963867	2.230201244354248
51	10561.187132686377	0.42867208308077115	0.23610191334058894	2.1494193077087402	2.204655170440674
52	10765.46607342083	0.4295910242247709	0.23573667982364083	2.1417715549468994	2.2455270290374756
53	10966.58481791336	0.43210174868451084	0.23600517994261042	2.2045156955718994	2.2357699871063232
54	11170.588159522042	0.4322434467746612	0.23627628115090457	2.173290729522705	2.2407896518707275
55	11372.422332901508	0.42623429605986346	0.235644194929995	2.174081325531006	2.2703428268432617
56	11571.772834699601	0.43327834923318365	0.23570399233364167	2.1395020484924316	2.2077929973602295
57	11774.751769750379	0.43259369482331095	0.23626596309284476	2.165637969970703	2.201864242553711
58	11973.276015844196	0.42530782799669764	0.2367347136219555	2.2240538597106934	2.218968391418457
59	12172.336539757438	0.4247357033711066	0.2357741437334428	2.1408040523529053	2.2309648990631104
60	12372.44176093489	0.43266687219474403	0.23509011126775792	2.181746482849121	2.2318928241729736
61	12572.796912739053	0.4338505866932359	0.23537741689121022	2.1706061363220215	2.1865203380584717
62	12774.351271770895	0.4268498657380833	0.2357700883067228	2.19832444190979	2.199777841567993
63	12979.148356281221	0.43075025818724044	0.2352044921029698	2.1518895626068115	2.2526092529296875
64	13182.401585338637	0.427587759606341	0.2361455370876241	2.1620593070983887	2.252497673034668
65	13384.207423794083	0.4293688217745745	0.2354845141663271	2.1406500339508057	2.235154628753662
66	13583.822261457331	0.43215026806063833	0.23559565658875328	2.1341068744659424	2.2140212059020996
67	13786.15436301101	0.4292382397116187	0.2356768034518084	2.150291919708252	2.233572006225586
68	13991.839615649544	0.428537401963364	0.23559276584316702	2.177658796310425	2.1928234100341797
69	14194.281589497812	0.42510233899170063	0.23614561326682248	2.1097958087921143	2.2162535190582275
70	14397.743793260306	0.42318282101084204	0.23633964479288316	2.1233458518981934	2.212265729904175
71	14602.579963519238	0.4314353368817804	0.23558666122788413	2.1652493476867676	2.220402717590332
72	14805.618418836035	0.4315015393941798	0.2365101718488224	2.16882061958313	2.2146358489990234
73	15012.922760612331	0.43120209617729494	0.23547477271148864	2.1464157104492188	2.2331955432891846
74	15215.862584537826	0.4306251842150076	0.23634281531374723	2.105029344558716	2.219090223312378
75	15420.027236429043	0.4279803612174835	0.23546408116817474	2.1278841495513916	2.248786687850952
76	15623.483681145124	0.43080277215032015	0.23610313101248306	2.126288414001465	2.2006192207336426
77	15828.656320096925	0.4272442534167499	0.23590663282629004	2.1854429244995117	2.222194194793701
78	16028.343276465312	0.4302053404523727	0.23615686308572637	2.186819314956665	2.2115724086761475
79	16227.614789049141	0.4282734155017424	0.23623357410418158	2.1664907932281494	2.224586248397827
80	16428.97801014129	0.42942362593457023	0.23599686772428094	2.0914647579193115	2.2621498107910156
81	16630.26797498949	0.42555905735110217	0.2354318121059693	2.148777723312378	2.2336795330047607
82	16830.781257472	0.4313859705300255	0.2355926420918123	2.1612775325775146	2.22043514251709
83	17032.410787847824	0.42740289293189737	0.23573003948372315	2.1392154693603516	2.229788064956665
84	17238.465051598847	0.4359217676568159	0.23557213211760802	2.101938247680664	2.2423884868621826
85	17441.69225044176	0.43046237233488316	0.23551217382923167	2.166053533554077	2.222824811935425
86	17645.25766462274	0.4255715791076262	0.23617341445091575	2.122472047805786	2.2280986309051514
87	17846.257885450497	0.4302369916542647	0.23609173345693293	2.1169469356536865	2.2856693267822266
88	18050.082023527473	0.42656289304003997	0.23544010320768	2.1605780124664307	2.2273781299591064
89	18252.493048525415	0.4263260852206837	0.2353524074834936	2.143603801727295	2.2412075996398926
90	18455.86971449107	0.419000369979736	0.23588916037809401	2.1300230026245117	2.2076914310455322
91	18657.275750043802	0.4291028982815258	0.23493925183214606	2.153146743774414	2.2109851837158203
92	18861.07063543424	0.4286390627450484	0.23571301486721652	2.157122850418091	2.17633056640625
93	19066.393298146315	0.4294904454506655	0.23552889333051794	2.175464391708374	2.198154926300049
94	19270.47799445875	0.42858204377048154	0.2361190795579696	2.1686208248138428	2.245957851409912
95	19470.15295163542	0.4315735198915961	0.23610984601757742	2.1717350482940674	2.194953203201294
96	19672.509515168145	0.4317126998448754	0.23631056505728532	2.1645665168762207	2.2287516593933105
97	19876.40801610239	0.4254973918837022	0.2356875924503102	2.1798055171966553	2.181501865386963
98	20080.649892272428	0.4303930023894272	0.23559969209413478	2.1599042415618896	2.21608567237854
99	20283.041265862063	0.4260548279486238	0.2354641590207656	2.1131680011749268	2.203749656677246
100	20484.43692657631	0.42581954120314697	0.23599398917055384	2.178316831588745	2.232659101486206
101	20686.300007746555	0.4347022492936588	0.23606167877102918	2.100151777267456	2.2404379844665527
102	20890.30961749982	0.4306109020098008	0.23546030639327145	2.1820268630981445	2.2912356853485107
103	21094.147879839875	0.42812405108289925	0.23629522331576933	2.1288397312164307	2.2250187397003174
104	21296.462393896654	0.4295326826725414	0.23601159772133445	2.069471836090088	2.2196950912475586
105	21499.599478404038	0.43516364621924847	0.235325539096154	2.2252166271209717	2.1814143657684326
106	21699.58126998786	0.42888433028032436	0.23515400226740912	2.1954495906829834	2.243781566619873
107	21904.33481318876	0.4284930458680831	0.23603432254995255	2.1801867485046387	2.19598388671875
108	22107.09447477106	0.43226155272142136	0.2359511566990837	2.1837568283081055	2.2448506355285645
109	22313.332360509783	0.4310963895709757	0.23571999928849266	2.1825156211853027	2.2428338527679443
110	22517.75337923877	0.43563478914174164	0.23607829962184723	2.131992816925049	2.2461183071136475
111	22724.77295908518	0.43054895429687706	0.23596105656840585	2.113173723220825	2.208559036254883
112	22928.01659711264	0.42698774020620844	0.23549087034827249	2.120460033416748	2.2311835289001465
113	23130.0121191144	0.4296408191243595	0.23641584295640017	2.1620681285858154	2.2267491817474365
114	23333.520145497285	0.433881453333054	0.23540383935930895	2.143044948577881	2.2088539600372314
115	23534.651114824228	0.43316055658985586	0.23599740950500264	2.154623508453369	2.1900110244750977
116	23736.903410462663	0.4298266585976045	0.23560555693618754	2.1630704402923584	2.2142574787139893
117	23938.63511119038	0.4318843968810245	0.23611984127026828	2.124955892562866	2.2529284954071045
118	24142.966686328873	0.4321255401414346	0.23561394876018565	2.105323553085327	2.202289342880249
119	24347.54262830969	0.4322511100354679	0.2357523576779799	2.1578869819641113	2.2256970405578613
120	24547.099303773604	0.4245214282988227	0.23596195709259116	2.0851736068725586	2.2245311737060547
121	24750.45025266148	0.4277654106524539	0.23572386825148434	2.1750941276550293	2.2038674354553223
122	24951.885921945795	0.4245959103187138	0.2356786917556416	2.133788824081421	2.240328788757324
123	25155.54161671456	0.43328311947737147	0.23508430069143121	2.1657254695892334	2.233107805252075
124	25359.930665285327	0.4280331287194382	0.23569672407313463	2.1627845764160156	2.2305634021759033
125	25567.0830461625	0.4310009580723105	0.235682326762434	2.185046672821045	2.1932034492492676
126	25771.304481658153	0.4293368072672324	0.23608327947835872	2.121403932571411	2.2041194438934326
127	25974.8982689064	0.4314946199563098	0.23581019290947022	2.1789937019348145	2.247974395751953
128	26176.886500214227	0.43406918569204006	0.23626013705755938	2.180220365524292	2.1822803020477295
129	26379.608574118465	0.42878486407313116	0.2362900461583214	2.134986639022827	2.2516086101531982
130	26584.713281826116	0.4351057297883824	0.2355648335766665	2.147128105163574	2.204098701477051
131	26787.355311974883	0.42978721805275444	0.23567488128169972	2.169999122619629	2.230626106262207
132	26991.77784284018	0.4320297905388363	0.23575671232320408	2.1451921463012695	2.1991868019104004
133	27193.959985792637	0.4276846883131221	0.23587347957539687	2.1200709342956543	2.221128225326538
134	27395.075781054795	0.4333419397194436	0.23579530314328198	2.1073546409606934	2.215155839920044
135	27599.073213539086	0.42909536825463096	0.23537073615081808	2.110834836959839	2.2375361919403076
136	27803.51953957323	0.43177065189509467	0.235564089235775	2.0948028564453125	2.1956570148468018
137	28002.692943523638	0.42775611969876415	0.23555268387106013	2.1202898025512695	2.1957216262817383
138	28209.132651437074	0.43070104184316443	0.23591720213227094	2.1834428310394287	2.2352588176727295
139	28412.42157416232	0.42781698245575084	0.23619133640419354	2.1948506832122803	2.225338935852051
140	28615.315464880317	0.4352434416983854	0.23611565659390413	2.169405937194824	2.2274303436279297
141	28820.86778338719	0.42988692989005123	0.23558404866386862	2.1572017669677734	2.1850059032440186
142	29026.118032779545	0.42971756942769423	0.2360050802562326	2.159209966659546	2.238363265991211
143	29231.153316674754	0.4301208467247652	0.23561023637891454	2.10837721824646	2.228848695755005
144	29430.895655228756	0.4326237620198153	0.23562236082426366	2.1506431102752686	2.2004969120025635
145	29634.064818861894	0.4211636894845708	0.23550022676348048	2.171527624130249	2.2204465866088867
146	29837.12659896724	0.42396197989981443	0.23543267876387916	2.1146445274353027	2.192213535308838
