Epoch	Time(sec)	Loss_PCE	Loss_V	MAE_val(SM)	MAE_test(SM)
147	30038.827580794692	0.43153874584060303	0.23615002432927729	2.1698250770568848	2.2200450897216797
148	30243.209227960557	0.4244817746753361	0.2358233488817266	2.126307249069214	2.2512855529785156
149	30444.757689771242	0.42933529117368757	0.23626067079006033	2.106678009033203	2.1985864639282227
150	30647.02742128074	0.4336323163566742	0.23591370761075758	2.1199491024017334	2.248603105545044
151	30848.664152791724	0.42885961188352045	0.23559201353374012	2.1965460777282715	2.2810466289520264
152	31048.422294629738	0.42786200527838847	0.23596984697854456	2.156269073486328	2.2064690589904785
153	31249.800290634856	0.43020548061891034	0.23609645975464805	2.167573928833008	2.198054075241089
154	31453.080664353445	0.4266076529408521	0.23593711677719564	2.1525793075561523	2.2326133251190186
155	31659.521759131923	0.43063221692560827	0.2356739127859075	2.166788101196289	2.188838005065918
156	31865.103129347786	0.42676243106311657	0.23571013280733383	2.204822540283203	2.210033655166626
157	32069.144110042602	0.4275378966554601	0.2355755933306434	2.126979112625122	2.1702051162719727
158	32271.980166620575	0.42889097942547366	0.23559128560803153	2.1489813327789307	2.2317962646484375
159	32475.580972037278	0.42888177417338214	0.23582413386214862	2.18947172164917	2.255207061767578
160	32679.079563642852	0.4351293762976473	0.2355145804862925	2.158371925354004	2.2291743755340576
161	32883.32725841086	0.4278005475507063	0.23591131083468064	2.0784902572631836	2.2339000701904297
162	33088.02577135246	0.42685196580574475	0.23609831881395635	2.1568994522094727	2.168617010116577
163	33294.000457209535	0.4334889749154688	0.23520897281042394	2.153862476348877	2.2441916465759277
164	33500.18177328538	0.42904110268794277	0.23562395795781343	2.1667959690093994	2.247498035430908
165	33705.073375504464	0.42538747948440003	0.23537354155339021	2.124070405960083	2.2242324352264404
166	33907.887596604414	0.4281875971644957	0.2360121846039665	2.194906234741211	2.1982696056365967
167	34111.867296777666	0.42756648791983803	0.23524523586194146	2.1624038219451904	2.1948752403259277
168	34315.46523454413	0.4255959282424998	0.23548882323152878	2.171125650405884	2.2318971157073975
169	34516.52416917775	0.43128293999694883	0.23553146796430496	2.158203601837158	2.2107396125793457
170	34714.511274046265	0.43250059459936174	0.23543723278185902	2.1345388889312744	2.229179859161377
171	34916.348901366815	0.4267278888168182	0.2360767647225589	2.1788816452026367	2.188605785369873
172	35162.66769337561	0.4333784521263551	0.23598304279347793	2.15347957611084	2.2385218143463135
173	35393.296134727076	0.4265343465986736	0.23572502831086756	2.1266114711761475	2.1985156536102295
174	35603.50722491741	0.42958812841916466	0.23599279771514117	2.1437864303588867	2.1399624347686768
175	35819.89054723084	0.4405658778978542	0.23598769028237795	2.1369612216949463	2.203615665435791
176	36029.72304131463	0.43198402345499254	0.23550392990125055	2.160604476928711	2.203355073928833
177	36244.05322955828	0.4288196231432777	0.23516892829043343	2.154425621032715	2.221143960952759
